"Dataset_ID","Project","Event_LegacyPollen 1.0","Event","Event_Neotoma","Neotoma_DOI","Neotoma_comment","Data_Source","Site_ID","Site_Name","Site_Name_Clean","Latitude","Longitude","Elevation","Continent","Basin_Type","Data_Type","Number_Pollen_Samples","AgeModel_Source","Number_Datings","minimum_meanAge","maximum_meanAge","mean_resolution_meanAge","range_meanAge","Site_Description","Submission_Pollendata","Publication_1","Publication_DOI_1","Publication_2","Publication_DOI_2","Publication_3","Publication_DOI_3","Publication_4","Publication_DOI_4","Publication_5","Publication_DOI_5","Publication_6","Publication_DOI_6","Publication_7","Publication_DOI_7","Publication_8","Publication_DOI_8","Basin_Area","Basin_Source","Basin_Comment"
22953,"LegacyPollen_1.0","ISPANI2","ISPANI2","ISPANI2","10.21233/xeew-fr63","","Neotoma (last access: 1 April 2021)",14634,"Ispani 2","Ispani 2",41.86226,41.80203,1,"Europe","Peat","Raw",90,"AWI",4,-40,5500,62.2,5540,"Mire complex. Physiography: Lowland close to Black sea. Surrounding vegetation: Bog vegetation.",NA,"de Klerk, P., Haberl, A., Kaffke, A., Krebs, M., Matchutadze, I., Minke, M., Schulz, J. and Joosten, H., 2009. Vegetation history and environmental development since ca 6000 cal yr BP in and around Ispani 2 (Kolkheti lowlands, Georgia). Quaternary Science Reviews, 28(9-10), pp.890-910.","https://doi.org/10.1016/j.quascirev.2008.12.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000923.1425664,"FIXED_100",NA
22955,"LegacyPollen_1.0","TLSTAHOR","TLSTAHOR","TLSTAHOR","10.21233/tgd4-nk81","","Neotoma (last access: 1 April 2021)",14635,"Tlstá hora","Tlsta hora",48.89417,17.88861,460,"Europe","Peat","Raw",50,"AWI",4,-44,4669,96.2,4713,"Spring fen. Physiography: Eastern Slope of Mt Tlsta hora.",NA,"Rybnickova, E., Hajkova, P. and Rybnicek, K., 2005. The origin and development of spring fen vegetation and ecosystems-palaeogeobotanical results. In: Ecology and palaeoecology of spring fens of the West Carpathians ed. by A. Poulickova, M. Hajek, and K. Rybnicek (pp.29-62). Palacky University Olomouc, Academy of Sciences of the Czech Republic, Masaryk University Brno, Olomouc.",NA,"Rybnicek, K. and Rybnickova, E., 2008. Upper Holocene dry land vegetation in the Moravian-Slovakian borderland (Czech and Slovak Republics). Vegetation History and Archaeobotany, 17(6), pp.701-711.","https://doi.org/10.1007/s00334-008-0160-z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907.92027688745,"FIXED_100",NA
22960,"LegacyPollen_1.0","SAEGIST","SAEGIST","SAEGIST","10.21233/vjdb-ec95","","Neotoma (last access: 1 April 2021)",14638,"Sägistalsee","Sagistalsee",46.6798,7.97638,1940,"Europe","Lake","Raw",212,"AWI",12,-36.5,9072,43.2,9108.5,"Lake. Physiography: Mountain. Surrounding vegetation: Alpine herb.","1996-04-01 00:00:00","van der Knaap, W.O., van Leeuwen, J.F., Fankhauser, A. and Ammann, B., 2000. Palynostratigraphy of the last centuries in Switzerland based on 23 lake and mire deposits: chronostratigraphic pollen markers, regional patterns, and local histories. Review of Palaeobotany and Palynology, 108(1-2), pp.85-142.","https://doi.org/10.1016/S0034-6667(99)00035-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57205.19,"GIS","l, GE, L2,"
22962,"LegacyPollen_1.0","WACHS","WACHS","WACHS","10.21233/wvsb-6130","","Neotoma (last access: 1 April 2021)",14639,"Wachseldorn Untermoos","Wachseldorn Untermoos",46.82194,7.735,980,"Europe","Peat","Raw",53,"AWI",30,9758,15900,118.1,6142,"Partly reclaimed raised bog. Physiography: 'Molassevorland'. Surrounding vegetation: Cultivated fields and forest.","1971-04-01 00:00:00","Ammann, B. and Lotter, A.F., 1989. Late-Glacial radiocarbon-and palynostratigraphy on the Swiss Plateau. Boreas, 18(2), pp.109-126.","https://doi.org/10.1111/j.1502-3885.1989.tb00381.x","Heeb, K. and Welten, M., 1972. Moore und Vegetationsgeschichte der Schwarzenegg und des Molassevorlandes zwischen dem Aaretal unterhalb Thun und dem obern Emmental. Mitteilungen der Naturforschenden Gesellschaft in Bern. Neue Folge, 29, pp.1-54 (in German).",NA,"Oeschger, H., Welten, M., Eicher, U., Moll, M., Riesen, T., Siegenthaler, U. and Wegmuller, S., 1980. 14 C and other parameters during the Younger Dryas cold phase. Radiocarbon, 22(2), pp.299-310.","https://doi.org/10.1017/S0033822200009590","Oeschger, H. and Riesen, T., 1967. Bern radiocarbon dates VI. Radiocarbon, 9, pp.28-34.","https://doi.org/10.1017/S0033822200000448","Oeschger, H., Riesen, T. and Lerman, J., 1970. Bern radiocarbon dates VII. Radiocarbon, 12(2), pp.358-384.","https://doi.org/10.1017/S0033822200008146","Welten, M., 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..",NA,NA,NA,NA,NA,68349.2751696629,"FIXED_100",NA
22964,"LegacyPollen_1.0","WACHSOE","WACHSOE","WACHSOE","10.21233/jxea-ce51","","Neotoma (last access: 1 April 2021)",14639,"Wachseldorn Untermoos","Wachseldorn Untermoos",46.82194,7.735,980,"Europe","Peat","Raw",22,"AWI",29,10997.2,12140.3,54.4,1143.1,"Partly reclaimed raised bog. Physiography: 'Molassevorland'. Surrounding vegetation: Cultivated fields and forest.","1978-01-01 00:00:00","Ammann, B. and Lotter, A.F., 1989. Late-Glacial radiocarbon-and palynostratigraphy on the Swiss Plateau. Boreas, 18(2), pp.109-126.","https://doi.org/10.1111/j.1502-3885.1989.tb00381.x","Oeschger, H., Welten, M., Eicher, U., Moll, M., Riesen, T., Siegenthaler, U. and Wegmuller, S., 1980. 14 C and other parameters during the Younger Dryas cold phase. Radiocarbon, 22(2), pp.299-310.","https://doi.org/10.1017/S0033822200009590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68349.2751696629,"FIXED_100",NA
22966,"LegacyPollen_1.0","WUNT","WUNT","WUNT","10.21233/m3rj-t898","","Neotoma (last access: 1 April 2021)",14639,"Wachseldorn Untermoos","Wachseldorn Untermoos",46.82194,7.735,980,"Europe","Peat","Raw",88,"AWI",21,-15,16678,191.9,16693,"Partly reclaimed raised bog. Physiography: 'Molassevorland'. Surrounding vegetation: Cultivated fields and forest.","1964-01-01 00:00:00","van der Knaap, W.O. and Ammann, B., 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue Paleobiol., Geneve (1997) 16 (2):, pp.433-480.",NA,"Ammann, B. and Lotter, A.F., 1989. Late-Glacial radiocarbon-and palynostratigraphy on the Swiss Plateau. Boreas, 18(2), pp.109-126.","https://doi.org/10.1111/j.1502-3885.1989.tb00381.x","Heeb, K. and Welten, M., 1972. Moore und Vegetationsgeschichte der Schwarzenegg und des Molassevorlandes zwischen dem Aaretal unterhalb Thun und dem obern Emmental. Mitteilungen der Naturforschenden Gesellschaft in Bern. Neue Folge, 29, pp.1-54 (in German).",NA,"Oeschger, H., Welten, M., Eicher, U., Moll, M., Riesen, T., Siegenthaler, U. and Wegmuller, S., 1980. 14 C and other parameters during the Younger Dryas cold phase. Radiocarbon, 22(2), pp.299-310.","https://doi.org/10.1017/S0033822200009590",NA,NA,NA,NA,NA,NA,NA,NA,68349.2751696629,"FIXED_100",NA
22969,"LegacyPollen_1.0","LL07D","LL07D","LL07D","10.21233/bppw-6791","","Neotoma (last access: 1 April 2021)",14640,"Long Lake","Long Lake",41.5,-106.37,2700,"Western North America","Lake","Raw",175,"AWI",10,-67,12857,74.3,12924,"Kettle lake on stagnation moraine. Upland vegetation montane conifer forest dominated by Pinus contorta, Picea engelmannii, and Abies bifolia. Populus tremuloides ecotone is ~200 m downslope. The lake margin contains various Poaceae, Cyperaceae, and Betula occidentalis. Hydrophytes include Nuphar lutea and Potamogeton alpinus.","2007-09-15 00:00:00","Carter, V.A., Brunelle, A., Minckley, T.A., Shaw, J.D., DeRose, R.J. and Brewer, S., 2017. Climate variability and fire effects on quaking aspen in the central Rocky Mountains, USA. Journal of Biogeography, 44(6), pp.1280-1293.","https://doi.org/10.1111/jbi.12932","Carter, V.A., Brunelle, A., Minckley, T.A., Dennison, P.E. and Power, M.J., 2013. Regionalization of fire regimes in the Central Rocky Mountains, USA. Quaternary Research, 80(3), pp.406-416.","https://doi.org/10.1016/j.yqres.2013.07.009","Minckley, T.A., 2014. Postglacial vegetation history of southeastern Wyoming, USA. Rocky Mountain Geology, 49(1), pp.61-74.","https://doi.org/10.2113/gsrocky.49.1.61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36968.92,"GIS","l, GE, L2,"
22971,"LegacyPollen_1.0","SAUBORST","SAUBORST","SAUBORST","10.21233/8t5w-8t95","","Neotoma (last access: 1 April 2021)",14641,"Sauborst","Sauborst",50.27611,12.09944,572,"Europe","Peat","Raw",37,"AWI",2,-44,8918,248.9,8962,"Low bog. Surrounding vegetation: Pastorale land and forest.","1983-12-31 00:00:00","Hahne, J., 1992. Investigations on the late and postglacial vegetation history in northeastern Bavaria (Bavarian Vogtland, Fichtelgebirge, Steinwald). Flora , 187 , pp.169-200.","https://doi.org/10.1016/S0367-2530(17)32221-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FIXED_100",NA
22973,"LegacyPollen_1.0","WEISSFOR","WEISSFOR","WEISSFOR","10.21233/jvze-zx40","","Neotoma (last access: 1 April 2021)",14642,"Weissenstadter Forst","Weissenstadter Forst",50.12786,11.8868,725,"Europe","Peat","Raw",34,"AWI",3,-45,7417,226.1,7462,"Bog.","1983-12-31 00:00:00","Hahne, J., 1992. Investigations on the late and postglacial vegetation history in northeastern Bavaria (Bavarian Vogtland, Fichtelgebirge, Steinwald). Flora , 187 , pp.169-200.","https://doi.org/10.1016/S0367-2530(17)32221-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9852.03456165759,"FIXED_100",NA
22976,"LegacyPollen_1.0","AC4HOLO","AC4HOLO","AC4HOLO","10.21233/hga1-m504","","Neotoma (last access: 1 April 2021)",14644,"Lago dell'Accesa","Lago dell'Accesa",42.98754,10.89235,160,"Europe","Lake","Raw",132,"AWI",13,261,11842,88.4,11581,"Lake. Physiography: Karstic origin. Surrounding vegetation: Cultivated fields and forest.",NA,"Drescher-Schneider, R., de Beaulieu, J.L., Magny, M., Walter-Simonnet, A.V., Bossuet, G., Millet, L., Brugiapaglia, E. and Drescher, A., 2007. Vegetation history, climate and human impact over the last 15,000 years at Lago dell'Accesa (Tuscany, Central Italy). Vegetation History and Archaeobotany, 16(4), pp.279-299.","https://doi.org/10.1007/s00334-006-0089-z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137549.6,"GIS","l, GE, L2, Shape has DatasetID 41604"
22982,"LegacyPollen_1.0","DURANK1","DURANK1","DURANK1","10.21233/nt73-cr73","","Neotoma (last access: 1 April 2021)",14645,"Lake Durankulak","Lake Durankulak",43.67126,28.5472,4,"Europe","Lake","Raw",36,"AWI",3,313,11511,319.9,11198,"Lake. Brakish lagune origin. Physiography: Lake close to the seashore. Surrounding vegetation: Xeroterm herbaceous-steppe communities.","1974-08-01 00:00:00","Bozilova, E. and Filipova, M., 1986. Paleoecological environment in northeastern Black Sea area during Neolithic, Eneolithic and Bronze periods. Studia praehistorica, 8, pp.160-165.",NA,"Bozilova, E. and Tonkov, S., 1985. Palaeoecological studies in lake Durankulak. Annual of Sofia University, Faculty of Biology 76(2), pp.25-29.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2117959,"Google Earth","l, LW, L1,"
22986,"LegacyPollen_1.0","FELDD2","FELDD2","FELDD2","10.21233/6ppf-y854","","Neotoma (last access: 1 April 2021)",14648,"Feld Alp Holzmatten","Feld Alp Holzmatten",46.65917,8.004167,2148,"Europe","Peat","Raw",10,"AWI",3,5052,6341,143.2,1289,"Mire. Physiography: Glacial depression. Surrounding vegetation: Heavily grazed alpine meadow. Vegetation formation: Fen surrounded by pasture.","1997-10-27 00:00:00","Lotter, A.F., Heiri, O., Hofmann, W., Van der Knaap, W.O., Van Leeuwen, J.F., Walker, I.R. and Wick, L., 2006. Holocene timber-line dynamics at Bachalpsee, a lake at 2265 m asl in the northern Swiss Alps. Vegetation history and archaeobotany, 15(4), pp.295-307.","https://doi.org/10.1007/s00334-006-0060-z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FIXED_100",NA
22988,"LegacyPollen_1.0","BACHALP","BACHALP","BACHALP","10.21233/dsrz-5k22","","Neotoma (last access: 1 April 2021)",14649,"Bachalpsee","Bachalpsee",46.6696,8.02132,2265,"Europe","Lake","Raw",152,"AWI",8,-24,12844,85.2,12868,NA,"1996-04-01 00:00:00","Lotter, A.F., Heiri, O., Hofmann, W., Van der Knaap, W.O., Van Leeuwen, J.F., Walker, I.R. and Wick, L., 2006. Holocene timber-line dynamics at Bachalpsee, a lake at 2265 m asl in the northern Swiss Alps. Vegetation history and archaeobotany, 15(4), pp.295-307.","https://doi.org/10.1007/s00334-006-0060-z","van der Knaap, W.O., van Leeuwen, J.F., Fankhauser, A. and Ammann, B., 2000. Palynostratigraphy of the last centuries in Switzerland based on 23 lake and mire deposits: chronostratigraphic pollen markers, regional patterns, and local histories. Review of Palaeobotany and Palynology, 108(1-2), pp.85-142.","https://doi.org/10.1016/S0034-6667(99)00035-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75720.89,"GIS","l, GE, L2,"
22992,"LegacyPollen_1.0","HINTERB","HINTERB","HINTERB","10.21233/f06a-v762","","Neotoma (last access: 1 April 2021)",14652,"Hinterburgseeli","Hinterburgseeli",46.71801,8.06769,1519,"Europe","Lake","Raw",100,"AWI",9,-20.5,12917.4,130.7,12937.9,"Lake. Physiography: Mountain. Surrounding vegetation: Forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41337.69,"GIS","l, GE, L2,"
23000,"LegacyPollen_1.0","RD7B","RD7B","RD7B","10.21233/k1e4-xe95","","Neotoma (last access: 1 April 2021)",14659,"Lake Sedmo Rilsko","Lake Sedmo Rilsko",42.21099,23.3256,2095,"Europe","Lake","Raw",28,"AWI",4,12440,18296,216.9,5856,"Lake. Physiography: Cirque. Surrounding vegetation: Pinus mugo&Juniperus sibirica in herb. Vegetation formation: Mower part of subalpine vegetation.","1994-01-01 00:00:00","Bozilova, E. and Tonkov, S., 2011. 14. Lake Sedmo Rilsko (Bulgaria): Lateglacial vegetation history. Grana, 50(3), pp.232-234.","https://doi.org/10.1080/00173134.2011.606831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49168.95,"GIS","l, GE, L2,"
23004,"LegacyPollen_1.0","MIROSHY","MIROSHY","MIROSHY","10.21233/gmp0-vr07","","Neotoma (last access: 1 April 2021)",14662,"Miroshy","Miroshy",51.19139,28.01373,8,"Europe","Peat","Raw",22,"AWI",4,82,9101,429.5,9019,"Oligo-mezotrophic moor. Physiography: Interstream area of the rivers Uborot'.","1985-01-01 00:00:00","Chernavskaya, M.M., 1988. Climatic changes in the historical past from stratigraphical sections of moors on the Russian plain. In: Data of meteorological studies,14 (pp.76-85). Academy of Sciences of the USSR, Soviet Geophysical Committee (in Russian).",NA,"Chernavskaya, M.M. Fogel, G.A., 1989. Climatic change in the south-western part of the USSR during Golocen. Doklady AN SSSR, 307(6), pp.1474-1477 (in Russian).",NA,"Chernavskaya, M.M. Fogel, G.A., 1991. Reconstruction of Polec'e and Carpations climate based on palinological data. Izvestiy Academy of Sciences, 2, pp.98-105 (in Russian).",NA,"Fogel, G.A., and Chernavskaya, M.M., 1990. Information derived from indirect climatic indicators and methods of quantitative reconstruction. In: Climatic change in the historical and the instrumental periods ed. by R. Brazdil (pp.126-129). Masaryk University Brno, Brno, Czech.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FIXED_100",NA
23006,"LegacyPollen_1.0","KHOMIN","KHOMIN","KHOMIN","10.21233/n4x8-0k74","","Neotoma (last access: 1 April 2021)",14663,"Khomin Mokh","Khomin Mokh",51.21782,28.05581,8,"Europe","Peat","Raw",21,"AWI",4,70,10167,504.9,10097,"Oligotrophic moor. Physiography: Interstream area of the rivers Uborot'.","1985-01-01 00:00:00","Chernavskaya, M.M., 1988. Climatic changes in the historical past from stratigraphical sections of moors on the Russian plain. In: Data of meteorological studies,14 (pp.76-85). Academy of Sciences of the USSR, Soviet Geophysical Committee (in Russian).",NA,"Chernavskaya, M.M. Fogel, G.A., 1989. Climatic change in the south-western part of the USSR during Golocen. Doklady AN SSSR, 307(6), pp.1474-1477 (in Russian).",NA,"Chernavskaya, M.M. Fogel, G.A., 1991. Reconstruction of Polec'e and Carpations climate based on palinological data. Izvestiy Academy of Sciences, 2, pp.98-105 (in Russian).",NA,"Fogel, G.A., and Chernavskaya, M.M., 1990. Information derived from indirect climatic indicators and methods of quantitative reconstruction. In: Climatic change in the historical and the instrumental periods ed. by R. Brazdil (pp.126-129). Masaryk University Brno, Brno, Czech.",NA,NA,NA,NA,NA,NA,NA,NA,NA,3576668.67859279,"FIXED_100",NA
23008,"LegacyPollen_1.0","STON2_neotoma","STON2_neotoma","STON2","10.21233/j0sm-9z75","","Neotoma (last access: 1 April 2021)",14664,"Stoyanov 2","Stoyanov 2",50.35423,24.6789,198,"Europe","Peat","Raw",29,"AWI",8,159.5,8587,301,8427.5,"Fen bog. Surrounding vegetation: Forests.","1978-08-01 00:00:00","Artyushenko, A.T., Arap, R.Y. and Bezusko, L.G., 1982. Istoriya rastitelnosti zapadnyih oblastey Ukrainyi v chetvertichnom periode. [History of vegetation of western areas of Ukraine in Quartenary period]. Naukova dumka, Kiev, Ukraine (in Czech).",NA,"Artyushenko, A.T., Arap, R.Y., Bezusko, L.G., Il'ves, E.O., Kajutkina, T.M. and Kovalyukh, N.N., 1982. Razvitie prirody tyerritorii SSSR v pozdnem pleiystoytsyene i golotsenye [New data of Holocene vegetation of Ukraine]. In: Nauka edition (pp.173-179). Moscow, Russia.",NA,"Artyushenko, A.T., Parishkura-Turlo, S.I., Parchomenko, G.O., Arap, R.Y. and Bezusko, L.G., 1984. Obschaya i regionalnaya paleogeografia [History of Holocene vegetation of Ukraine]. In: Naukova dumka edition (pp.104-120). Kiev, Ukraine.",NA,"Bezusko, L.G., Klimanov, V.A. and Sheliag-Sosonko, Y.R., 1988. Climatic conditions in Ukraine in the Late Post-glacial and Holocene. In: Paleoklimaty golotsena Evropeiyskoy territorii SSSR edition (pp.125-135). Moscow, Russia.",NA,"Bezusko, L.G. and Klimanov, V.A., 1987. Climate and vegetation of the plain part of the Ukrainian SSR West in the Late Postglacial period. Ukrain'skyi Botanichnyi Zhurnal, 43, pp.54-58.",NA,"Bezus' ko, L.H., Il'v'ies, E.O. and Kaiutkina, T.M., 1980. New data about the vegetation of Small Polesye in the Holocene. Ukrains' kyi botanichnyi zhurnal, 38, pp.24-26.",NA,"Klimanov, V.A., and Bezusko, L.G. 1981. Climate and vegetation of small Polessie in Holocene. Ukrain'skyi Botanichnyi Zhurnal, 38, pp.24-26.",NA,"Bezusko, L.G., 1987. The oak forest of Maloye Polessie in the late post glacial period. Ukrayins' kyi Botanichnyi Zhurnal, 71, pp.4-8.",NA,34878665.3569083,"FIXED_100",NA
23015,"LegacyPollen_1.0","TUROVA_neotoma","TUROVA_neotoma","TUROVA","10.21233/a4j6-w793","","Neotoma (last access: 1 April 2021)",14669,"Turova Dacha","Turova Dacha",48.91156,24.12074,8,"Europe","Peat","Raw",38,"AWI",4,63,3593,95.4,3530,"Oligotrophic forested moor. Physiography: Carpathian foothills.","1986-01-01 00:00:00","Chernavskaya, M.M., 1988. Climatic changes in the historical past from stratigraphical sections of moors on the Russian plain. In: Data of meteorological studies,14 (pp.76-85). Academy of Sciences of the USSR, Soviet Geophysical Committee (in Russian).",NA,"Chernavskaya, M.M. Fogel, G.A., 1989. Climatic change in the south-western part of the USSR during Golocen. Doklady AN SSSR, 307(6), pp.1474-1477 (in Russian).",NA,"Chernavskaya, M.M. Fogel, G.A., 1991. Reconstruction of Polec'e and Carpations climate based on palinological data. Izvestiy Academy of Sciences, 2, pp.98-105 (in Russian).",NA,"Fogel, G.A., and Chernavskaya, M.M., 1990. Information derived from indirect climatic indicators and methods of quantitative reconstruction. In: Climatic change in the historical and the instrumental periods ed. by R. Brazdil (pp.126-129). Masaryk University Brno, Brno, Czech.",NA,NA,NA,NA,NA,NA,NA,NA,NA,12478559.9580987,"FIXED_100",NA
23019,"LegacyPollen_1.0","GYOLA","GYOLA","GYOLA","10.21233/r37v-gx98","","Neotoma (last access: 1 April 2021)",14672,"Mire Gyola","Mire Gyola",41.35472,23.12528,714,"Europe","Peat","Raw",19,"AWI",4,-55,8187,457.9,8242,"Small mire. Physiography: Slope of Belasitsa mountain. Surrounding vegetation: Forest of Castanea with admixture.",NA,"Tonkov, S. and Possnert, G., 2014. 25. Mire Gyola, Belasitsa Mountain (south-western Bulgaria). Grana, 53(4), pp.312-314.","https://doi.org/10.1080/00173134.2014.927916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000923.1425664,"FIXED_100",NA
